property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info
REM169,"Kingsley At Shadow Creek Ranch","12900 Shadow Creek Pkwy, Pearland, TX 77584",Pearland,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM171,"Kirkwood Landing","9850 S Kirkwood, Houston, TX 77099",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM172,"Lake Haven Senior","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM173,"Lake Houston Pines","5830 S Lake Houston Pkwy, Houston, TX 77049",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {6+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM174,"Lakebridge","300 Woerner, Houston, TX 77090",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM175,"Landmark At Auburn Lakes","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM176,"Landmark At Grand Champion","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM177,"Landmark At Ninety Nine","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM178,"Landmark At Spring Cypress","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM180,"Lantern Village","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM181,"Las Palmas","1400 El Camino Village Dr, Houston, TX 77058",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",$1000 {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM183,"Legend Point","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM184,"Lenox At The Grid","11111 Nexus Ave, Stafford, TX 77477",Stafford,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {13+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM185,"Lenox Bayside","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM186,"Lenox Katy Crossing","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM187,"Lofts At City West","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM188,"Lofts At Katy Ranch","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM189,"London Belle","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM190,"Louetta Village","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM191,"M5250","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM192,"Marcella Memorial Heights","3003 Memorial Court, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {100%=12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM193,"Margot On Sage","2345 Sage, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",$750-100% (Register) {$750=6-11mo 100%=12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM194,"Mark At City Place","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM195,"Market Square Tower","777 Preston St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM196,"Marquis Champions Forest","5959 FM 1960 West, Houston, TX 77069",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50%-100%E {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM197,"Matthew Ridge","14551 Beechnut, Houston, TX 77083",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM198,"Meadows On Blue Bell","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM200,"Memorial At Six","816 Addicks-Howell Rd, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",® 50%-100%E (Register) {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM201,"Memorial City","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM202,"Memorial Fountain","874 Yorkchester Dr, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM203,"Memorial Heights","201 S Heights Blvd, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",$1000 {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM205,"Memorial Village","11601 Katy Frwy, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (LRN) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM206,"Mera Vintage Park","77070 map Ph:832/481-6769 Add to favorites Built:2020 Managed By: Sparrow Partners Features: Resort-Style Pool w/ Sun Deck, Pickle Ball Court Outdoor Kitchen, Grilling Stations, Golf Simulator 24-Hour Wellness & Fitness Studios and Classes Social Events Calendar, Elevators, Craft/Game Room Open-Concept Floor Plan Design w/ Private Balcony Granite Counters, Stainless Steel Appliances Grey Brown Walnut Shaker Style Cabinetry Walk-in Showers, Wood-Look Vinyl Plank Flooring Private Fenced Yard with Direct Access Gate* 9 Ceilings*,Detached Garages, Carports, Dog Park You've Been Dreaming of This! Photos View All 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 Larger Policies & Amenities Deposit:350 Fees: App: $75 Admin: $500 Renters Insurance Req'd Terms:12-15 mos Office Hrs:m-f930-5 st10-5 sncl Pets:Cats:Yes Dogs:YesNo Max Wt-Breed LtdDog Park on siteDep:500/250 nr feePet Rent: $25/mo School District:Klein Elem:Brill Int:Ulrich High:Klein Cain Exterior Amenities: Fitness center, Pool, Business center, Free WiFi Areas, Gated entrance, Perimeter fence, Private detached garages($150/mo), Theater room, Door to door trash pickup, Club house, Outdoor Grills, Game/Sport room, Movie library, Elevators, Dog Park, Carports Interior Amenities: W/D machines, Walk-in closets, Garden/large tubs, Walk-in showers, Private patios/balconies, Cable ready, Hi-speed internet, High ceilings, Storage closet outside, Non-carpeted flooring, Ice makers, Premium Countertops, Premium Appliances, Self cleaning ovens, Dishwashers, Garbage disposals, Ceiling fans, Miniblinds, Microwaves, Frost free refrigerators Agents Only: ID:2520A Units: 179 #Flrs:4 Map#:000A CR:100% {12+mo} Mgmt:Sparrow Partners Mgr:Maycie Artero Show Corp Info Sparrow Partners LLC515 Congress Avenue, Austin, TX 78701Ph:512/790-0536 Fax:512/784-1102 Discounts for: Rent Subsidies: Qualify:Income:2.00 x rent, Credit check, Rent history check Will Consider:Co-signers, 1st time renters, Misdemeanors Special:1mo free w/12mo Tags: Availability: 1x1, 1x1 den, 2x2 [5/20] Submit changes? Memo A: Memo B: for Agents ONLY Memo C: used as custom HEADLINE embedded into the HTML of your Web Ads for this Apartment Memo D: for Agents ONLY Floorplans Community Special print 1mo free w/12mo limited time only - subject to approval Type † Price /mo Size (sf) Washer/Dryer Floorplans 1 Bedroom Dens $1,421-2,269 616-969 Fullmachines 1 2 3 4 View All Larger 2 Bedrooms Dens $1,799-2,668 945-1,433 Fullmachines 1 2 3 4 5 View All Larger † [cP] Plus electric, water, trash Larger Maps SHOW MAP Mera Vintage Park 14914 Vintage Preserve Pkwy, Houston, TX 77070 Web Ad eBrochure Web Ad Manager List Title: List #1 FEATURED PROPERTY Mera Vintage Park [Senior Living]14914 Vintage Preserve Pkwy, Houston, TX 77070",Austin,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM207,"Meridian City Park","2620 Almeda Genoa Rd, Houston, TX 77047",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM208,"Meyer Forest","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM209,"Meyer Oaks","4600 Beechnut, Houston, TX 77096",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",® 100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM210,"Meyerland Court","9700 Glenfield Ct, Houston, TX 77096",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM211,"Miami Gardens","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM212,"Mid Main Lofts","3550 Main St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM213,"Midtown On The Rail","2310 Main St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM214,"Midtown One80","180 W Gray, Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50%-100%E (Register) {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM215,"Mirabella","12055 Sabo Rd, Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM216,"Mirella","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM217,"Monarch West","9475 W Sam Houston Pkwy S, Houston, TX 77099",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM219,"Montelago","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM221,"Mustang On The Trail","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM222,"Nantucket At Fannin Station","10000 Fannin, Houston, TX 77045",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% {9+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM223,"Napoleon Square","6001 Gulfton, Houston, TX 77081",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {13mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM225,"Nova At Westchase","4033 W Sam Houston Pkwy S, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM226,"Novu New Forest","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM227,"Oak Haven","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM228,"Oasis At Piney Point","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM229,"Oceanfront Lofts","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM230,"One Lakes Edge","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM231,"One Town Park","6006 Rogerdale Rd, Houston, TX 77072",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM232,"Orchard Park At Willowbrook","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM233,"Orleans At Fannin Station","1818 Fannin Speedway, Houston, TX 77045",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM236,"Parc Bay","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM237,"Park Avenue At Boulder Creek","11575 Pearland Pkwy, Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",50% {8+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
REM238,"Park Shadows","",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,"/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg",% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true
